session_id,session_title,session_description,room,floor,start_datetime,end_datetime,duration_hrs,multiday,pre_registration,byo_laptop,speakers,session_type,keywords,skill_level
2248,Digital sleuthing with Bellingcat,"Learn advanced tricks and tips for mining Facebook, Twitter, Telegram, and other sites with Robert Evans of Bellingcat, the international collective of researchers and citizen journalists specializing in digital sleuthng. Learn how to do geographic searches to find sources, visuals and other material near a specific address or in a particular city. You will leave this session armed with tools and tricks to quickly find information about both public and private figures.",Acadia,3rd,2020-03-06T11:30:00,2020-03-06T12:30:00,1.0,False,False,False,"Robert Evans, Bellingcat",Demo,research,General interest
2250,FOIA from the flip side,A panel of state and local officials offer advice on how to wring the best responses out of open records requests. They’ll identify common pitfalls that bog down or doom requests and offer advice on work you can do before you file your FOI request to give it the best chance of succeeding. They’ll place special emphasis on data requests.,Galerie 3,2nd,2020-03-06T11:30:00,2020-03-06T12:30:00,1.0,False,False,False,"Meg Casper Sunstrom, Louisiana Board of Regents;Benjamin Lesser, Reuters",Panel,open records,Intermediate
2384,Excel tricks you've never used,"Excel has so many tips, tricks and time-saving tools you might not know about, even if you're a whiz at CONCATENATE functions and PivotTables. You should pick up a few new tricks in this fast-paced and fun session. This session is best for: Those with intermediate knowledge of spreadsheets.",Studio 10,2nd,2020-03-06T11:30:00,2020-03-06T12:30:00,1.0,False,False,True,"Denise Malan, IRE & NICAR",Hands-on,data wrangling;excel,Intermediate
2438,Breaking through coding plateaus,"There are plenty of tutorials and training sessions to help a new coder get started. And there are plenty of awards lists and conference sessions that will wow you with some amazing advanced work. But once you've done the tutorials and experimented with what you've learned in the hands-on sessions, you'll likely find yourself stuck — you're no longer a beginner, but you're also not an expert, and you don’t really understand how to take the next step on that journey. You've hit a classic learning plateau, and there aren't many resources to help you break through and take your coding to the next level. In this session, we'll discuss key concepts that bridge the gap between beginner and expert coder and present strategies for leveling-up — while still meeting your deadlines.",Galerie 4,2nd,2020-03-06T11:30:00,2020-03-06T12:30:00,1.0,False,False,False,"Troy Thibodeaux, The Associated Press",Commons,work better,General interest
1004,ArcGIS: From spreadsheets to StoryMaps,"Interested in mapping your data but aren't sure where to start? In this half-day workshop, we’ll walk attendees through an investigation into short-term rentals in New Orleans and their potential impacts on the community. Along the way, we’ll focus on the tools, workflows and best practices to help you transform public data into compelling maps and narrative stories. This workshop will specifically address: * Creating interactive maps directly within Excel from a spreadsheet of public data with ArcGIS Maps for Office * Publishing spreadsheet data as an interactive layer * Styling and configuring interactive maps with ArcGIS Online * Filtering, analyzing, aggregating and enriching geospatial data * Performing on-the-fly calculations and customization with Arcade scripts * Finding and using authoritative data from the Living Atlas * Creating interactive maps that fuse narrative elements and maps using ArcGIS StoryMaps Preregistration is required and seating is limited. Laptops will be provided for the training. Class attendees will receive free licenses of ArcGIS from Esri. Workshop prerequisites: No data or mapping experience required.",Studio 7,2nd,2020-03-06T14:15:00,2020-03-06T17:45:00,3.5,False,True,False,"Robby Deming, Esri;Christopher Vaillancourt, Esri",Hands-on,mapping;arcgis,Beginner
1010,Write better Python code,"You’ve written a few Python scripts that get the job done, but the initial euphoria has worn off. Your code is hard to read. Bugs are cropping up. And you can’t always explain your process or results to an editor — or yourself. There must be a better way, but the path forward is not clear. If you’ve had that itchy feeling, this three-hour, hands-on workshop is for you. This class will explore Python language features that will help you write readable, reliable and reusable code. Preregistration is required and seating is limited. Attendees must bring a laptop and charger to the training. Workshop prerequisites: Experience with basic Python language features like variables, data types, conditionals and functions are required.",Studio 9,2nd,2020-03-06T14:15:00,2020-03-06T17:45:00,3.5,False,True,False,"Jeremy Bowers, The Washington Post;Serdar Tumgoren, Stanford University",Hands-on,work better;python,Advanced
1019,Master class: Writing the investigative narrative (Friday afternoon),"You’ve gathered data, docs and human sources. Now it’s time to turn your reporting into a story -- or a series -- that packs a punch. If you’re new to investigative storytelling or want to up your writing game, this workshop is for you. Veteran editor Maria Carrillo has led some of the best narrative teams in the country. In this half-day workshop, she’ll cover the entire story lifecycle, from reporting to writing to planning for publication. Topics include: * Understanding narrative * Reporting for story -- How to gather the details and scenes that will give your piece emotional power * Focus and framing – Finding your way through all that material * Self-editing tips and techniques * Developing a story team -- How to get photographers, artists, designers, digital producers and editors unified behind a common vision We’ll look at examples of successful stories, pulling back the curtain to see how they came together.",Galerie 5,2nd,2020-03-06T14:15:00,2020-03-06T17:45:00,3.5,False,False,False,"Maria Carrillo, Tampa Bay Times",Master Class,writing & storytelling,General interest
1026,Career paths in data journalism,"Data journalism encompasses many different kinds of work, whether you work full time with data, manage a data team, use data to cover a beat, or use data visualization and interactivity to tell visual stories. It's not always clear what professional options may be available, or how you might go about growing into new opportunities. In this session, we'll hear from a newspaper reporter whose focus on data eventually took them into academia, a designer/developer/journalist who ended up moving into leadership to help bring together her newsroom's visual storytelling departments, as well as a veteran TV journalist who forged her own path when there wasn't a data job in the newsroom.",Bissonet,3rd,2020-03-06T14:15:00,2020-03-06T15:15:00,1.0,False,False,False,"Patti DiVincenzo, IRE & NICAR;Alex Richards, Syracuse University;Sisi Wei, OpenNews",Panel,career,General interest
1067,Excel 1: Getting started with spreadsheets (repeat),"In this introduction to spreadsheets, you'll begin analyzing data with Excel, a simple but powerful tool. You'll learn how to enter data, navigate spreadsheets and conduct simple calculations like sum, average and median. This session is good for: Data beginners.",Studio 8,2nd,2020-03-06T14:15:00,2020-03-06T15:15:00,1.0,False,False,False,"Carlie Procell, USA Today Network",Hands-on,data analysis;excel,Beginner
1075,SQL 1: Exploring data,"Learning to manipulate data is a bit like learning a new language. Actually, it is a language, called Structured Query Language (SQL). This session is an introduction to using SQL to zero in on your data by viewing slices and chunks of it and putting it into a useful order so you can spot the stuff you need to get started toward a story. We'll use DB Browser for SQLite, a free database manager. This session is good for: People with some experience working with data in columns and rows, in spreadsheets or database managers.",Studio 10,2nd,2020-03-06T14:15:00,2020-03-06T15:15:00,1.0,False,False,True,"Paula Lavigne, ESPN",Hands-on,data analysis;sql,Intermediate
1094,Stats 1: An introduction,"Statisticians need to really understand their data (and so do you!) before they begin running analyses. As a result, stats software like RStudio has many powerful tools to summarize your data. You're going to love them. We'll take a look at the structure of data in RStudio, do data transformations and run some basic statistical tests. This session is good for: People who have familiarity with Excel and some database software. We've got a *lot* of ground to cover in this hour.",Studio 4,2nd,2020-03-06T14:15:00,2020-03-06T15:15:00,1.0,False,False,False,"Ryann Grochowski Jones, ProPublica",Hands-on,statistics;r,Intermediate
1108,Google Sheets: Scraping without coding (repeat),"Yes, you can scrape data without using code -- in fact, all you need is Google Sheets! We'll be using Excel-type formulas (don't worry if you don't know what those are, either) to make simple scrapers that automatically pull data into Google Sheets. It’s the best way to get around clunky websites and unhelpful PIOs! This session is good for: Beginners who want to start using data for their stories.",Studio 1,2nd,2020-03-06T14:15:00,2020-03-06T15:15:00,1.0,False,False,True,"Samantha Sunne, Independent journalist",Hands-on,web scraping;google sheets,Beginner
1120,Finding the story: Census data (repeat),Census data can bring context and depth to stories on practically any beat. It can also be overwhelming to sift through and find what you need. This hands-on session will walk you through a real census dataset to help you find stories hidden in all that demographic data. This session is good for: Those who have some experience with spreadsheets.,Studio 2,2nd,2020-03-06T14:15:00,2020-03-06T15:15:00,1.0,False,False,False,"Robert Gebeloff, The New York Times",Hands-on,census & demographics;excel,Intermediate
2176,An automated election twitterbot using R and Python,"In 2019 the BBC used R and Python to take live election results, draw graphics and tweet them out. We will show you how we did it. The session will give an insight into automatically turning live election results into graphics with R and tweeting them out using Python, providing a live election results service. This session is good for people with experience coding in R or Python.",Studio 3,2nd,2020-03-06T14:15:00,2020-03-06T15:15:00,1.0,False,False,False,"Alison Benjamin, BBC News;Wesley Stephenson, BBC",Hands-on,election & politics;python;election,Advanced
2182,Quick-turn data stories,We’ve all disappeared down the data rabbit hole on occasion or become embroiled in huge projects. But what about data stories that need a fast turnaround? This panel session will cover tips for getting stories out quickly and keeping clarity (and sanity) along the way.,Acadia,3rd,2020-03-06T14:15:00,2020-03-06T15:15:00,1.0,False,False,False,"Anthony Cave, KXAN News;Christine Jeavans, BBC News;Lauryn Schroeder, San Diego Union-Tribune",Panel,story ideas,Beginner
2300,Avant garde data viz,"You know all the rules of data viz — north belongs at the top of maps, timelines read left to right, bar charts are used for comparison. Now it's time to break the rules. This panel will explore when and why to break with convention, and when not to. We'll look at the best examples of unconventional data viz and show how you can mix up your own work in new and interesting ways.",Galerie 6,2nd,2020-03-06T14:15:00,2020-03-06T15:15:00,1.0,False,False,False,"Agnes Chang, ProPublica;Jan Diehm, The Pudding;Scott Klein, ProPublica",Panel,data viz & design,Advanced
2387,Covering disparities in education with data,"State and federal governments hold treasure troves of education data that reporters and news nerds can dig into to find great stories and hold schools accountable. Come learn how to parse the latest iteration of federal civil rights data (CRDC), which reveals resource and discipline inequities across the nation’s +96,000 schools. Dive deep into school segregation data and mapping data. Find out how to use federal College Scorecard data to showcase debt and tuition inequities across the nation’s +7,000 colleges. And hear an overview of the other great data sources that are available for education stories. This session was sponsored by the Lumina Foundation. IRE retains control of content, including the topic and speaker selection, for all conference sessions.",Galerie 2,2nd,2020-03-06T14:15:00,2020-03-06T15:15:00,1.0,False,False,False,"Andrea Fuller, The Wall Street Journal;Bracey Harris, The Hechinger Report;Annie Waldman, ProPublica",Panel,education,General interest
2454,State of newsroom diversity reports,"In recent years, a handful of news organizations have published diversity reports to educate people in the industry about their challenges with diversity and to indicate that they are taking newsroom diversity seriously. This has also led to conversations about the effectiveness of diversity reports, what they should cover and how we can convince management to publish more revelatory indicators of diversity. This will be a working session around all these questions. We will start with a quick survey of recent diversity reports published by prominent journalism outlets and then move to a discussion/group activity to work out what measures should be included in diversity reports to further the actual goals of increasing diversity in newsrooms.",Galerie 4,2nd,2020-03-06T14:15:00,2020-03-06T15:15:00,1.0,False,False,False,"Moiz Syed, ProPublica",Panel,diversity,General interest
1047,Covering undercovered communities,"Don’t settle for “it can’t be done” or ""I don't have any sources in that culture."" Although some undercovered communities might seem a mystery, they don't have to remain that way. This session will discuss how to blend diverse voices and sources of data into your stories, and cover hard-to-reach communities, such as those filled with older and more recent immigrants, some who may not have much experience with the media, minority communities who are often fearful of the repercussions of speaking with media, and others.",Bissonet,3rd,2020-03-06T15:30:00,2020-03-06T16:30:00,1.0,False,False,False,"Jan Diehm, The Pudding;Nausheen Husain, Chicago Tribune;Mark Walker, The New York Times",Panel,diversity,General interest
1068,Excel 2: Formulas & sorting (repeat),"Much of Excel's power comes in the form of formulas. In this class, you'll learn how to use them to analyze data with the eye of a journalist. Yes, math will be involved, but it's totally worth it! This class will show you how calculations like change, percent change, rates and ratios can beef up your reporting. This session is good for: Anyone who is comfortable navigating Excel.",Studio 8,2nd,2020-03-06T15:30:00,2020-03-06T16:30:00,1.0,False,False,False,"Emily Hopkins, The Indianapolis Star",Hands-on,data analysis;excel,Beginner
1076,SQL 2: Grouping and summing data,"If you know how to write a basic SELECT statement in SQL but are looking to make calculations, then this is the session for you. Learn to count how many times certain records appear in a database, and sum totals across records. These skills can come in handy whether you're covering campaign finance or boating licenses. We'll use SQLite and DB Browser, a free database manager. This session is good for: People who took “SQL 1: Exploring data” or are familiar with “SELECT” and “WHERE” statements in SQL.",Studio 10,2nd,2020-03-06T15:30:00,2020-03-06T16:30:00,1.0,False,False,True,"Jessica Huseman, ProPublica",Hands-on,data analysis;sql,Intermediate
1095,Stats 2: Linear regression,"Go beyond counting and sorting. Learn how (and when) to measure relationships, level playing fields and make predictions. This class will be taught in R. This session is good for: People who took “Stats 1: An introduction” and want to know how to apply what they learned, or are comfortable with summary statistics and RStudio and new to stats. Familiarity with spreadsheets and database managers is recommended.",Studio 4,2nd,2020-03-06T15:30:00,2020-03-06T16:30:00,1.0,False,False,False,"Olga Pierce, University of Nebraska - Lincoln",Hands-on,statistics;r,Advanced
1112,PDF 2: Using OCR to extract data from PDFs,Details coming soon!,Studio 3,2nd,2020-03-06T15:30:00,2020-03-06T16:30:00,1.0,False,False,False,"Chad Day, The Wall Street Journal",Hands-on,pdfs,Intermediate
1131,Power BI 1: Create interactive data visualizations,"Create interactive charts and maps to analyze your data and let your audience play with the numbers in embeddable interactives. This hands-on workshop will introduce you Microsoft Power BI, a free data visualization tool that requires no coding. This session is good for journalists who already know how to use Excel and have dreamed of turning spreadsheets into beautiful, interactive visuals.",Studio 2,2nd,2020-03-06T15:30:00,2020-03-06T16:30:00,1.0,False,False,False,"Vera Chan, Microsoft;Cathleen Crowley, Times Union",Hands-on,data viz & design;power bi,Intermediate
1218,Data visualization & storytelling with Flourish,"Learn how to use Flourish, a free, online tool to build custom visualizations from your spreadsheets, no coding required. The tool has created templates for a huge range of visualisations. Flourish grew out of Kiln, the award-winning data studio that has helped dozens of organizations to visualize and tell stories with data. All newsrooms have access to a full enterprise account supported by Google. **You must bring a laptop and sign up for a free account at flourish.studio to participate in this class. This session is good for: Anyone familiar with spreadsheets. No visualization experience required.",Studio 1,2nd,2020-03-06T15:30:00,2020-03-06T16:30:00,1.0,False,False,True,"Michael Grant, Google News Lab",Hands-on,data viz & design,Intermediate
2000,Communicating statistical significance,"Statistical significance and inference are hard to interpret correctly and harder to communicate clearly. Print “we fail to reject the null hypothesis at 95% level” and you’ll be looking for a job but say “the chance we got it wrong is 5%” and you should be. Unfortunately, that difficulty of staying interesting while being precise keeps useful declarations of what is and isn’t likely off pages where they’re needed. But it is possible to do and do well. Statisticians and science communicators across disciplines interest readers in correct but casual versions of their inferences all the time. What techniques help them get the point across? Are p-value statements even necessary? This panel of statisticians, science communicators, and journalists will discuss how to take the hidden model you worked so hard on and make it something worthy of the front page.",Acadia,3rd,2020-03-06T15:30:00,2020-03-06T16:30:00,1.0,False,False,False,"Regina Nuzzo, American Statistical Association;Nick Thieme, The Atlanta Journal Constitution",Panel,statistics,Advanced
2013,Being a better ally,"We know the stats. We hear the stories. What can we do to retain journalists from underrepresented groups? In this safe space, we’ll discuss questions you can ask management and tips on how to support your colleagues from marginalized communities. All are welcome, white people especially encouraged to attend.",Galerie 4,2nd,2020-03-06T15:30:00,2020-03-06T16:30:00,1.0,False,False,False,"Madi Alexander, The Dallas Morning News;Megan Luther, InvestigateTV;Moiz Syed, ProPublica",Commons,diversity,General interest
2073,Day-turn investigations,"From the morning meeting to the 4 p.m. deadline, how to take a day-turn story and add an investigative angle to it with tools you already have.",Galerie 6,2nd,2020-03-06T15:30:00,2020-03-06T16:30:00,1.0,False,False,False,"Christopher Heath, WFTV;Josh Hinkle, KXAN;Nicole Vap, KUSA",Panel,broadcast,Beginner
2141,Machine learning for the rest of us,Details coming soon!,Galerie 3,2nd,2020-03-06T15:30:00,2020-03-06T16:30:00,1.0,False,False,False,"Anatoly Bondarenko, Texty.org;Simon Rogers, Google News Lab;Madeleine Varner, The Markup",Panel,machine learning,Intermediate
2243,Beyond pictures: Turning satellite imagery into data,"Satellite imagery has become easier to obtain, process and analyze, and journalists have increasingly turned to pictures from space to show burned land, eroding coastline and storm-ravaged landscapes. But there’s data in those pixels that journalists might not have considered that can be used to tell stories about the world around them — ethnic cleansing, tribal clashes, the health of forests, pollution and more. We turn to a panel of leading geospatial experts to explain how we could use remote sensing methods and tools like Google Earth Engine to lend authority to stories that otherwise might rely on anecdotes or worse yet, never get told at all.",Galerie 2,2nd,2020-03-06T15:30:00,2020-03-06T16:30:00,1.0,False,False,False,"Jessica McCarty, Miami University;Ryan McNeill, Reuters;Odean Serrano, Countering Wildlife Trafficking Institute",Panel,data viz & design,Advanced
1069,Excel 3: Filtering & pivot tables (repeat),"A look at the awesome power of pivot — and how to use it to analyze your dataset in minutes rather than hours. We'll work up to using a pivot table by first sorting and filtering a dataset, learning how to find story ideas along the way. This session is good for: Anyone familiar with formulas, sorting and filtering in Excel or another spreadsheet program.",Studio 8,2nd,2020-03-06T16:45:00,2020-03-06T17:45:00,1.0,False,False,False,"Aimee Edmondson, Ohio University",Hands-on,data analysis;excel,Intermediate
1077,SQL 3: Joining tables,"Learn how to join tables, matching information from one file to another. We'll use SQLite and DB Browser, a free database manager. This session is good for: People who are familiar with counting, summing or “GROUP BY” in SQL and want to add another tool to their SQL skill set.",Studio 10,2nd,2020-03-06T16:45:00,2020-03-06T17:45:00,1.0,False,False,True,"Rosie Cima, E.W. Scripps",Hands-on,data analysis;sql,Intermediate
1096,Stats 3: Logistic regression,"Linear regression helps you find relationships between two or more variables, but when an outcome has only two possibilities, you need a different tool. That, my friends, is where logistic regression comes in. This class will be taught in R. This session is good for: People who took ""Stats: An introduction"" or are comfortable with summary statistics and spreadsheets. Experience with R is recommended.",Studio 4,2nd,2020-03-06T16:45:00,2020-03-06T17:45:00,1.0,False,False,False,"John Perry, The Atlanta Journal-Constitution",Hands-on,statistics;r,Advanced
1113,PDF 3: Batch pdf processing,"Practice processing multiple documents with the open-source Python tool pdfplumber. Dan Keemahill will walk through the steps that helped reporters collaboratively count issues at immigration detention facilities. The class will discuss techniques for working with thousands or millions of documents, but the hands-on component will involve a smaller batch. The class will also discuss Optical Character Recognition, but see the PDF2 class for more hands-on examples of OCR. This session is good for: People with some programming experience who are able to install third-party software.",Studio 3,2nd,2020-03-06T16:45:00,2020-03-06T17:45:00,1.0,False,False,False,"Dan Keemahill, Austin American-Statesman",Hands-on,pdfs;python,Advanced
1126,Geocoding using online tools,"If you've had to place many addresses on a map before, you know how problematic bulk geocoding can be — technical issues, terms of service, fun, fun, fun! If you've never had the pleasure, don't worry, we'll show you how to happily (and correctly) geocode large sets of addresses. Learn how to use Geocod.io to turn rows of addresses into points on a map. This session is good for: Anyone familiar with spreadsheets. No mapping experience necessary.",Studio 1,2nd,2020-03-06T16:45:00,2020-03-06T17:45:00,1.0,False,False,True,"Jack Gillum, ProPublica",Hands-on,mapping;geocoding,Beginner
1132,"Power BI 2: Clean, join and visualize data","Tired of losing track of the steps you took to clean a dirty dataset in Excel? Can’t figure out how to combine two datasets that are related but are in different files? This hands-on workshop will delve deeper into the advanced features of Microsoft Power BI, a free data visualization tool that does not require coding skills. This is a great tool for journalists who use Excel to clean and analyze data, but want to build dashboards with charts that interact. This workshop is good for people who have strong Excel skills.",Studio 2,2nd,2020-03-06T16:45:00,2020-03-06T17:45:00,1.0,False,False,False,"Vera Chan, Microsoft;Cathleen Crowley, Times Union",Hands-on,data viz & design;power bi,Advanced
1130,Lightning Talks,"Sometimes you don't need 45 minutes to explain a useful technique or interesting resource. Join your colleagues for a session of short (5-minute) talks about doing data journalism, web development or other related topics. IRE members are invited to pitch Lightning Talk ideas and vote for the talks they want to see. The submission form for pitches will open soon. Lightning Talks are sponsored by Knight Foundation.",Galerie 2,2nd,2020-03-06T17:00:00,2020-03-06T18:15:00,1.25,False,False,False,,Special,welcome,General interest
2498,Philip Meyer Award presentation,"The presentation of the 2019 Philip Meyer Journalism Awards will take place on Friday evening, directly following Lightning Talks. The awards recognize the best uses of social research methods in journalism and are named in honor of Philip Meyer, author of “Precision Journalism” and retired Knight Chair in Journalism and UNC School of Journalism and Mass Communications.",Acadia,3rd,2020-03-06T18:15:00,2020-03-06T18:30:00,0.25,False,False,False,,Special,,
2497,Philip Meyer reception,Join fellow NICAR attendees and award winners at a reception with light appetizers and a cash bar immediately following the awards presentation beginning at 6:30 p.m. Friday.,Carondelet,3rd,2020-03-06T18:30:00,2020-03-06T19:30:00,1.0,False,False,False,,Special,,
2489,Conference registration,Conference registration will be located on the 2nd floor in Preservation Foyer. Be sure to stop by and pick up your conference name badge. Name badges must be worn during the conference.,Preservation Foyer,2nd,2020-03-07T08:30:00,2020-03-07T18:00:00,9.5,True,False,False,,Special,,
2490,Conference sales,"Stop by the NICAR sales table located in Preservation Foyer on the 2nd floor to browse books from the IRE store, IRE merchandise and shirts with the winning design from the T-shirt contest.",Preservation Foyer,2nd,2020-03-07T08:30:00,2020-03-07T18:00:00,9.5,True,False,False,,Special,,
1003,"Mastering Google Sheets: Web scraping, running scripts and other tricks  (Saturday)","Google Sheets is more than just free spreadsheet software to organize and store data. This hands-on session will start with pivot tables and conditional formatting, and through examples, we'll also learn how to scrape data in seconds without code, automate menial tasks with macros, write custom spreadsheet formulas as well as how to send emails, geocode addresses, translate text and more – all through the power of Google Sheets. Come with a laptop and leave with the knowledge of a Google Sheets power user. Preregistration is required and seating is limited. You must bring your own laptop (no tablets) to this training and have a Google account. Workshop prerequisites: You should be familiar with using spreadsheets and formulas.",Studio 1,2nd,2020-03-07T09:00:00,2020-03-07T12:30:00,3.5,False,True,True,"Frank Bi, Vox Media;Samantha Sunne, Independent journalist",Hands-on,web scraping;google sheets,Beginner
1006,Digging into data for stories: A crash course in Excel,"Get started using data in your stories with IRE's original mini-boot camp. In this 7-hour, hands-on workshop, IRE’s experienced trainers will start with the basics of navigating Excel and using formulas, then walk you through sorting, filtering and aggregating data with pivot tables to find story ideas. You'll come away with a solid base for using data analysis in your newsroom, including how to find and request data, identify and clean dirty data, find story ideas and bulletproof your work. We’ll also provide you with our detailed boot camp materials to help keep you on track long after you leave the conference. Preregistration is required and seating is limited. Laptops will be provided for the training. Workshop prerequisites: There are no prerequisites for this workshop and beginners are welcome. This workshop is good for those wanting to get started analyzing data for stories.",Studio 2,2nd,2020-03-07T09:00:00,2020-03-07T12:30:00,3.5,True,True,False,"Patti DiVincenzo, IRE & NICAR;Sarah Hutchins, IRE & NICAR;Francisco Vara-Orta, IRE/NICAR",Hands-on,data analysis;excel,Beginner
1009,Exploring the tidyverse in R,"Learn how to use the tidyverse, a collection of R packages, to help you make your data journalism more efficient, stronger and more fun. Learn how to import, clean, analyze and plot data for your stories. If you want to modernize your R workflow with dplyr, tidyr, readr, ggplot2, tibble and purr, this class is for you. This workshop assumes some familiarity with R and RStudio, or programming experience in another language (e.g., Python or JavaScript), but will start from the beginning with tidyverse principles. Preregistration is required and seating is limited. Laptops will be provided for the training. Workshop prerequisites: You should be comfortable working with R and RStudio and be familiar with basic data analysis.",Studio 7,2nd,2020-03-07T09:00:00,2020-03-07T17:45:00,8.75,False,True,False,"Aaron Kessler, Bloomberg Industry Group;Amelia McNamara, University of St. Thomas",Hands-on,data analysis;r,Advanced
1011,First graphics app: Node.js in the newsroom,"Armand Emamdjomeh, Elbert Wang and Ben Welsh teach you how America’s top news organizations escape rigid content-management systems to publish custom graphics on deadline. Take this six-hour class to get hands-on experience in every stage of the development process, writing JavaScript, HTML and CSS within a Node.js framework. You’ll start with data from a real-life Los Angeles Times analysis. You won’t stop until you’ve crafted a custom presentation and deployed a working application on the World Wide Web. Preregistration is required and seating is limited. Laptops will be provided. Workshop prerequisites: If you have a good attitude and know how to take a few code crashes in stride, you are qualified for this class. If you’re a little scared, that’s a good thing. You’re ready for this.",Studio 3,2nd,2020-03-07T09:00:00,2020-03-07T17:45:00,8.75,False,True,False,"Armand Emamdjomeh, The Washington Post;Elbert Wang, The Wall Street Journal;Ben Welsh, Los Angeles Times",Hands-on,programming;javascript,Advanced
1012,Web scraping with Python,"If you need data that's trapped on a website, writing some code to scrape the page could be your solution. This entry-level class will show you how to use the Python programming language to harvest information from websites into a spreadsheet. We'll introduce you to the command line and show you how to write enough code to fetch and parse web content. Preregistration is required and seating is limited. Laptops will be provided. Workshop prerequisites: This class is programming for beginners. Some basic familiarity with Python and HTML is helpful but not required.",Studio 9,2nd,2020-03-07T09:00:00,2020-03-07T12:30:00,3.5,False,True,False,"Hannah Cushman Garland, DataMade",Hands-on,web scraping;python,Intermediate
1020,Master class: Finding and telling stories with earth imagery,"Satellites, planes, drones — thanks to these and other planetary-sensors, we know more about our earth, its oceans, landscapes and cityscapes than ever before. With heaps of new data and tools at our disposal, journalists are among the many people accessing this wellspring of source data and using it to show changes at global and local scales at an ever-increasing rate, from the disappearing polar ice caps to monitoring local port shipments. This workshop will provide an introduction to practical geographic journalism through concrete case studies. It will then offer tools and skills that can help you start infusing earth imagery into your stories. You will leave this workshop with a new way of thinking about earth imagery and how to use it. Prerequisites: There are no prerequisites but it would be helpful to have some experience with QGIS, bash (imagemagick, ffmpeg, gdal), and Photoshop.",Galerie 5,2nd,2020-03-07T09:00:00,2020-03-07T12:30:00,3.5,False,False,False,"Tim Wallace, Descartes Labs",Master Class,mapping,Intermediate
1023,Educators meetup,Details coming soon!,Galerie 4,2nd,2020-03-07T09:00:00,2020-03-07T10:00:00,1.0,False,False,False,"Mark Horvit, University of Missouri;Brant Houston, University of Illinois",Commons,education,General interest
1081,"Advanced SQL: Update queries, sub-queries and more","If you feel comfortable with the Structured Query Language basics that IRE teaches in its bootcamps — SELECT, FROM, WHERE, GROUP BY — but are ready to see what else SQL can do, this session is for you. We will cover more advanced ways of manipulating and questioning data, such as UPDATE queries, joins, writing sub-queries and other neat tricks. We will use SQLite in the class. This session will be most helpful if: You are comfortable with counting and summing in SQL.",Studio 10,2nd,2020-03-07T09:00:00,2020-03-07T10:00:00,1.0,False,False,True,"Madi Alexander, The Dallas Morning News",Hands-on,data analysis;sql,Advanced
2026,Command line for reporters (Mac),"Too often in data journalism we forget about the basics. And it doesn't get as basic as the command line. Even knowing a little will make your job easier. Mother Jones reporter AJ Vicens will run through some simple commands, dive into working with spreadsheets and show you some handy tools he frequently uses at work. This session is good for: People who feel intimidated by the command line on their computer, but want to explore the power of command line tools.",Studio 6,2nd,2020-03-07T09:00:00,2020-03-07T10:00:00,1.0,False,False,False,"AJ Vicens, Mother Jones",Hands-on,tools;command line,Intermediate
2095,Enriched census data from IPUMS,"IPUMS provides census and survey data from around the world integrated across time and space. In this session, we’ll take a tour of IPUMS data collections and resources, focusing on unique U.S. census data products and how to access them. We have U.S. census data from 1790 through the present and for all geographic levels down to blocks, including microdata (individual-level responses), summary data, time series, and GIS files. Users can download customized data files, generate microdata summaries online, or access geographic data through a new API. Whether you’re an IPUMS newbie or a regular, this session will get you caught up with the latest IPUMS has to offer.",Galerie 6,2nd,2020-03-07T09:00:00,2020-03-07T10:00:00,1.0,False,False,False,"Jonathan Schroeder, IPUMS",Demo,census & demographics,intermediate
2111,"Mobile, data and desktop reporting tools for your newsroom","Trainer Mike Reilley returns to NICAR to share the latest and greatest mobile and desktop tools to create data viz, handle digital workflow and fact-check information. This workshop is fast-paced, so bring a fully charged laptop, smartphone and a double espresso. You'll leave with some cool projects, digital handouts and other resources you can take back to your newsroom or classroom.",Acadia,3rd,2020-03-07T09:00:00,2020-03-07T10:00:00,1.0,False,False,False,"Mike Reilley, University of Illinois-Chicago",Demo,work better,General interest
2172,QGIS 1: Mapmaking for beginners,"Learn to how to make your own maps using free, open-source software called QGIS. This class will teach you how to get started importing and displaying geographic data. Not all datasets need to be mapped, but some do! We'll go over how to find publicly available data, prepare it for mapping, and join together different datasets. This session is good for: Beginners looking to learn the basics of visualizing geographic data.",Studio 8,2nd,2020-03-07T09:00:00,2020-03-07T10:00:00,1.0,False,False,False,"John Walton, BBC News",Hands-on,mapping;qgis,Beginner
2246,Covering climate change: Beyond models and speculation,Details coming soon!,Galerie 3,2nd,2020-03-07T09:00:00,2020-03-07T10:00:00,1.0,False,False,False,"Maurice Tamman, Reuters",Panel,climate change,General interest
2488,Exhibitors and recruiters,Be sure to stop by the Studio foyers on the 2nd floor and visit with the exhibitors/recruiters.,Studio Foyers,2nd,2020-03-07T09:00:00,2020-03-07T17:00:00,8.0,True,False,False,,Special,,
